response_id,task_id,slot,task_version,model,generated_at,date_precision,source,session_id,settings,collector,source_status,imported_at,prompt_sha256,reply_sha256,raw_path,actual_prompt_path
MP01-A,MP01,A,0.1,Codex agent; underlying model identifier not exposed,2026-09-10,date,Fresh Codex child agent; fork_turns none; task-only request,/root/pilot_candidate_mp01_a,Inherited; sampling settings not exposed,Codex (AI),ai_recorded,2026-09-10T15:40:07Z,d089a37d582c91d4c86d00deb44f71532e46d55a351a950d358465f77cb0986b,e65a3c49d83c571346ebcd36d70e305c8a23f5172a44aa4141b5a4c04169163a,04_responses/raw/MP01-A.txt,04_responses/prompts/MP01-A.txt
RC05-B,RC05,B,0.1,Codex agent; underlying model identifier not exposed,2026-09-10,date,Fresh Codex child agent; fork_turns none; task-only request,/root/remaining_cs_rc/candidate_rc05_b,Inherited; sampling settings not exposed,Codex (AI),ai_recorded,2026-09-10T16:12:09Z,ffb2413be0bb73a432f971371610987c98dfe82d4d4edd0ebfcf3805d535806f,a474254f918830bd5baa02a444060f9cb566c78838f4bf9368ed811e79ec00c3,04_responses/raw/RC05-B.txt,04_responses/prompts/RC05-B.txt
RC06-A,RC06,A,0.1,Codex agent; underlying model identifier not exposed,2026-09-10,date,Fresh Codex child agent; fork_turns none; task-only request,/root/remaining_cs_rc/candidate_rc06_a,Inherited; sampling settings not exposed,Codex (AI),ai_recorded,2026-09-10T16:13:19Z,f46f7c65c3c7bb15c8588bf51c3ab7f576c8ceb39a8e3176bdc2d36cdf3f56fc,a384968e8a4688409da81d0f5c4ebe74737fa24487cc99a08689a8cf0f48d700,04_responses/raw/RC06-A.txt,04_responses/prompts/RC06-A.txt
RC06-B,RC06,B,0.1,Codex agent; underlying model identifier not exposed,2026-09-10,date,Fresh Codex child agent; fork_turns none; task-only request,/root/remaining_cs_rc/candidate_rc06_b,Inherited; sampling settings not exposed,Codex (AI),ai_recorded,2026-09-10T16:13:19Z,f46f7c65c3c7bb15c8588bf51c3ab7f576c8ceb39a8e3176bdc2d36cdf3f56fc,a9477e1a3c8fd08106e5f6e9d7debe67d7b0fbceb2d600073cb360372325f46f,04_responses/raw/RC06-B.txt,04_responses/prompts/RC06-B.txt
RC07-A,RC07,A,0.1,Codex agent; underlying model identifier not exposed,2026-09-10,date,Fresh Codex child agent; fork_turns none; task-only request,/root/remaining_cs_rc/candidate_rc07_a,Inherited; sampling settings not exposed,Codex (AI),ai_recorded,2026-09-10T16:13:53Z,bd3ace7dd516a5366e5f85f49cb3bf55bd47a1b43aba7827241737495fbe9b7f,1f3b7d6aac127be1a6c3464248e6f14863c1fe876213348b67d8c598a8610c07,04_responses/raw/RC07-A.txt,04_responses/prompts/RC07-A.txt
RC07-B,RC07,B,0.1,Codex agent; underlying model identifier not exposed,2026-09-10,date,Fresh Codex child agent; fork_turns none; task-only request,/root/remaining_cs_rc/candidate_rc07_b,Inherited; sampling settings not exposed,Codex (AI),ai_recorded,2026-09-10T16:13:53Z,bd3ace7dd516a5366e5f85f49cb3bf55bd47a1b43aba7827241737495fbe9b7f,daac7ab6633650eb41a96aa4d9fc6a088bae0aa5208a1b0587ccfe26fc30e995,04_responses/raw/RC07-B.txt,04_responses/prompts/RC07-B.txt
RC08-A,RC08,A,0.1,Codex agent; underlying model identifier not exposed,2026-09-10,date,Fresh Codex child agent; fork_turns none; task-only request,/root/remaining_cs_rc/candidate_rc08_a,Inherited; sampling settings not exposed,Codex (AI),ai_recorded,2026-09-10T16:15:08Z,4c97d69518405afc8d38bdcb4bfc0bb289044a1aef177b191231883846e691dd,fe94c778e829de9a05195e0050491f5d07e400285efb829f096a98f4eeabaa08,04_responses/raw/RC08-A.txt,04_responses/prompts/RC08-A.txt
RC08-B,RC08,B,0.1,Codex agent; underlying model identifier not exposed,2026-09-10,date,Fresh Codex child agent; fork_turns none; task-only request,/root/remaining_cs_rc/candidate_rc08_b,Inherited; sampling settings not exposed,Codex (AI),ai_recorded,2026-09-10T16:15:08Z,4c97d69518405afc8d38bdcb4bfc0bb289044a1aef177b191231883846e691dd,10ff87ab7d8bc7de618657528312693d0caaacbd61dfa5ef9b804d3b8c8936fd,04_responses/raw/RC08-B.txt,04_responses/prompts/RC08-B.txt
RC09-A,RC09,A,0.1,Codex agent; underlying model identifier not exposed,2026-09-10,date,Fresh Codex child agent; fork_turns none; task-only request,/root/remaining_cs_rc/candidate_rc09_a,Inherited; sampling settings not exposed,Codex (AI),ai_recorded,2026-09-10T16:15:54Z,e0f0de58d23424a121a4db66ee11158601efb105a4214cf51f8052e217d96a4c,549bacfd550ba2b1c47673eaa5e2cfc4e68941a564ce926bf09fd295ce344887,04_responses/raw/RC09-A.txt,04_responses/prompts/RC09-A.txt
RC09-B,RC09,B,0.1,Codex agent; underlying model identifier not exposed,2026-09-10,date,Fresh Codex child agent; fork_turns none; task-only request,/root/remaining_cs_rc/candidate_rc09_b,Inherited; sampling settings not exposed,Codex (AI),ai_recorded,2026-09-10T16:15:54Z,e0f0de58d23424a121a4db66ee11158601efb105a4214cf51f8052e217d96a4c,0593978db844b33a6d0156ef063f1e9c8e2585097c2f2b9db8f601e3c0a2531a,04_responses/raw/RC09-B.txt,04_responses/prompts/RC09-B.txt
RC10-A,RC10,A,0.1,Codex agent; underlying model identifier not exposed,2026-09-10,date,Fresh Codex child agent; fork_turns none; task-only request,/root/remaining_cs_rc/candidate_rc10_a,Inherited; sampling settings not exposed,Codex (AI),ai_recorded,2026-09-10T16:17:00Z,377620256982a00cfe77f9e78f74b2677b5b0ad8aa1fcad749a13eb85ca2370a,d9165800c707dd8050a0c3369034d73e5fa09282dea1b12877f986baca6ae640,04_responses/raw/RC10-A.txt,04_responses/prompts/RC10-A.txt
RC10-B,RC10,B,0.1,Codex agent; underlying model identifier not exposed,2026-09-10,date,Fresh Codex child agent; fork_turns none; task-only request,/root/remaining_cs_rc/candidate_rc10_b,Inherited; sampling settings not exposed,Codex (AI),ai_recorded,2026-09-10T16:17:00Z,377620256982a00cfe77f9e78f74b2677b5b0ad8aa1fcad749a13eb85ca2370a,94034360b0c2e0c71a0dda3aa670e24e072f2b87f5f368dcd8fbb9b5efef6107,04_responses/raw/RC10-B.txt,04_responses/prompts/RC10-B.txt
PR03-A,PR03,A,0.1,Codex agent; underlying model identifier not exposed,2026-09-10,date,Fresh Codex child agent; fork_turns none; task-only request,/root/remaining_cs_rc/candidate_pr03_a,Inherited; sampling settings not exposed,Codex (AI),ai_recorded,2026-09-10T16:17:48Z,72d8090ec2b584521be6b50a457973e3b83122a92b7425ddcb903e9fe202bcb3,79bfdec933961b07cb08b80428a93d4605c71b5ea5e5bc0967b6846b82ca0cac,04_responses/raw/PR03-A.txt,04_responses/prompts/PR03-A.txt
PR03-B,PR03,B,0.1,Codex agent; underlying model identifier not exposed,2026-09-10,date,Fresh Codex child agent; fork_turns none; task-only request,/root/remaining_cs_rc/candidate_pr03_b,Inherited; sampling settings not exposed,Codex (AI),ai_recorded,2026-09-10T16:17:48Z,72d8090ec2b584521be6b50a457973e3b83122a92b7425ddcb903e9fe202bcb3,a97da4e5e322d6205a28dcdea715e0c404367181bbf04bbecc62c180edba56de,04_responses/raw/PR03-B.txt,04_responses/prompts/PR03-B.txt
PR04-A,PR04,A,0.1,Codex agent; underlying model identifier not exposed,2026-09-10,date,Fresh Codex child agent; fork_turns none; task-only request,/root/remaining_cs_rc/candidate_pr04_a,Inherited; sampling settings not exposed,Codex (AI),ai_recorded,2026-09-10T16:17:48Z,be75c19afb823cafb78e61e7538db7c61bdfffa01eff63845b4aa066080f9a94,ed51af05879502e028b4dab321f57ea56417c759abdb8074ae685d9c3be415b5,04_responses/raw/PR04-A.txt,04_responses/prompts/PR04-A.txt
PR04-B,PR04,B,0.1,Codex agent; underlying model identifier not exposed,2026-09-10,date,Fresh Codex child agent; fork_turns none; task-only request,/root/remaining_cs_rc/candidate_pr04_b,Inherited; sampling settings not exposed,Codex (AI),ai_recorded,2026-09-10T16:29:09Z,be75c19afb823cafb78e61e7538db7c61bdfffa01eff63845b4aa066080f9a94,944fefe54c7632dc8b1c6fc26953ee9d352d2fb08bbec8c8681e892b1b820202,04_responses/raw/PR04-B.txt,04_responses/prompts/PR04-B.txt
PR05-A,PR05,A,0.1,Codex agent; underlying model identifier not exposed,2026-09-10,date,Fresh Codex child agent; fork_turns none; task-only request,/root/remaining_cs_rc/candidate_pr05_a,Inherited; sampling settings not exposed,Codex (AI),ai_recorded,2026-09-10T16:29:09Z,23625e7568f612e434b6ba008788f9d1491ab95dc4489ecb0f2c2fd2f6921cd8,2ff8c1ddfbdd83d5ce0bb007fc9326d50d8c1253665e46f387f100a98663eae6,04_responses/raw/PR05-A.txt,04_responses/prompts/PR05-A.txt
PR05-B,PR05,B,0.1,Codex agent; underlying model identifier not exposed,2026-09-10,date,Fresh Codex child agent; fork_turns none; task-only request,/root/remaining_cs_rc/candidate_pr05_b,Inherited; sampling settings not exposed,Codex (AI),ai_recorded,2026-09-10T16:29:09Z,23625e7568f612e434b6ba008788f9d1491ab95dc4489ecb0f2c2fd2f6921cd8,8df9089226c6ef5a077715214c846c346b05faef61c6a284204ad90f0cf5d916,04_responses/raw/PR05-B.txt,04_responses/prompts/PR05-B.txt
PR06-A,PR06,A,0.1,Codex agent; underlying model identifier not exposed,2026-09-10,date,Fresh Codex child agent; fork_turns none; task-only request,/root/remaining_cs_rc/candidate_pr06_a,Inherited; sampling settings not exposed,Codex (AI),ai_recorded,2026-09-10T16:33:18Z,14e53be9de725b12c3e4a62c1c926386bfaa6d782b83db0c3a4cad57e85eb6ce,70d8096d130af6559f8071a818a33c56f7788a88633e5142488985949ba13858,04_responses/raw/PR06-A.txt,04_responses/prompts/PR06-A.txt
PR06-B,PR06,B,0.1,Codex agent; underlying model identifier not exposed,2026-09-10,date,Fresh Codex child agent; fork_turns none; task-only request,/root/remaining_cs_rc/candidate_pr06_b,Inherited; sampling settings not exposed,Codex (AI),ai_recorded,2026-09-10T16:34:07Z,14e53be9de725b12c3e4a62c1c926386bfaa6d782b83db0c3a4cad57e85eb6ce,bf614546baecfaefd204335654c267b1fd43aa15e18558479325ac917b407c85,04_responses/raw/PR06-B.txt,04_responses/prompts/PR06-B.txt
PR07-A,PR07,A,0.1,Codex agent; underlying model identifier not exposed,2026-09-10,date,Fresh Codex child agent; fork_turns none; task-only request,/root/remaining_cs_rc/candidate_pr07_a,Inherited; sampling settings not exposed,Codex (AI),ai_recorded,2026-09-10T16:34:07Z,4c63383b99a741550ae595bd971904fdaa18f05b7b01a5c8806adced43da81dd,af2bb0836b4c41f1de6fc1ccf3ae496762889c60e4645f0df218610ac3ddacdb,04_responses/raw/PR07-A.txt,04_responses/prompts/PR07-A.txt
PR07-B,PR07,B,0.1,Codex agent; underlying model identifier not exposed,2026-09-10,date,Fresh Codex child agent; fork_turns none; task-only request,/root/remaining_cs_rc/candidate_pr07_b,Inherited; sampling settings not exposed,Codex (AI),ai_recorded,2026-09-10T16:35:11Z,4c63383b99a741550ae595bd971904fdaa18f05b7b01a5c8806adced43da81dd,a9128d59da820b36e2419c2e082e07b40e93c7accdff7a7580a52e2a31bc7a73,04_responses/raw/PR07-B.txt,04_responses/prompts/PR07-B.txt
PR08-A,PR08,A,0.1,Codex agent; underlying model identifier not exposed,2026-09-10,date,Fresh Codex child agent; fork_turns none; task-only request,/root/remaining_cs_rc/candidate_pr08_a,Inherited; sampling settings not exposed,Codex (AI),ai_recorded,2026-09-10T16:35:11Z,7a94bf85b17673236ce45e09877d2fa23b7f21d3d2fcb90fcded714f0a5340d6,4d25c5a1ad090aaf9c43a31691a16ffdfa1767611687a6fe7374ff8d87fe69d1,04_responses/raw/PR08-A.txt,04_responses/prompts/PR08-A.txt
PR08-B,PR08,B,0.1,Codex agent; underlying model identifier not exposed,2026-09-10,date,Fresh Codex child agent; fork_turns none; task-only request,/root/remaining_cs_rc/candidate_pr08_b,Inherited; sampling settings not exposed,Codex (AI),ai_recorded,2026-09-10T16:36:15Z,7a94bf85b17673236ce45e09877d2fa23b7f21d3d2fcb90fcded714f0a5340d6,120db84bf4b0d064457a87c0c3dc2e9cf576c5e309c3f8bfe8f143ff043f5e0c,04_responses/raw/PR08-B.txt,04_responses/prompts/PR08-B.txt
PR09-A,PR09,A,0.1,Codex agent; underlying model identifier not exposed,2026-09-10,date,Fresh Codex child agent; fork_turns none; task-only request,/root/remaining_cs_rc/candidate_pr09_a,Inherited; sampling settings not exposed,Codex (AI),ai_recorded,2026-09-10T16:36:15Z,22ef0875f75fcfeab867e8a983ca7ef93ca288460f33af43960e187bc13d0490,754f1cb181877d5e1ee75758e9c5f907b02614dd725011e72fdb5d7524dab036,04_responses/raw/PR09-A.txt,04_responses/prompts/PR09-A.txt
PR09-B,PR09,B,0.1,Codex agent; underlying model identifier not exposed,2026-09-10,date,Fresh Codex child agent; fork_turns none; task-only request,/root/remaining_cs_rc/candidate_pr09_b,Inherited; sampling settings not exposed,Codex (AI),ai_recorded,2026-09-10T16:36:15Z,22ef0875f75fcfeab867e8a983ca7ef93ca288460f33af43960e187bc13d0490,f120705edf1f1c91010966b4af24f6be5c319f6051771a6e4e6928f692d3522c,04_responses/raw/PR09-B.txt,04_responses/prompts/PR09-B.txt
PR10-A,PR10,A,0.1,Codex agent; underlying model identifier not exposed,2026-09-10,date,Fresh Codex child agent; fork_turns none; task-only request,/root/remaining_cs_rc/candidate_pr10_a,Inherited; sampling settings not exposed,Codex (AI),ai_recorded,2026-09-10T16:36:49Z,2ee6d878002f2f98a95e60941153d1c5b3ca66d0f9b81881759d592d1745bef3,f0589b78cbb6b9c9a598794e9a43f9846ca179327501e73553834232ec07ec6a,04_responses/raw/PR10-A.txt,04_responses/prompts/PR10-A.txt
PR10-B,PR10,B,0.1,Codex agent; underlying model identifier not exposed,2026-09-10,date,Fresh Codex child agent; fork_turns none; task-only request,/root/remaining_cs_rc/candidate_pr10_b,Inherited; sampling settings not exposed,Codex (AI),ai_recorded,2026-09-10T16:37:09Z,2ee6d878002f2f98a95e60941153d1c5b3ca66d0f9b81881759d592d1745bef3,19100b54bfeaa5b101a16e977638ec909c51b28af94f3d06b3ddac64c3febf51,04_responses/raw/PR10-B.txt,04_responses/prompts/PR10-B.txt
